tripduration,start station name,end station name,bikeid,usertype,birth year,age,gender
482,Hilltop,Grove St PATH,29635,Subscriber,1973,44,Male
157,Heights Elevator,Riverview Park,29624,Subscriber,28,28,Male
159,Essex Light Rail,Exchange Place,26181,Subscriber,28,28,Male
322,Grove St PATH,Hamilton Park,29203,Subscriber,29,29,Male
373,Sip Ave,Dey St,26233,Subscriber,1963,54,Male
326,Paulus Hook,Columbus Drive,29269,Subscriber,1986,31,Male
284,Hamilton Park,Grove St PATH,26244,Subscriber,28,28,Male
355,Hamilton Park,Grove St PATH,29660,Subscriber,61,61,Male
882,North St,Newark Ave,29275,Subscriber,23,23,Male
132,Newport PATH,Newport Pkwy,29460,Subscriber,1990,27,Male
658,Monmouth and 6th,Sip Ave,26165,Subscriber,1985,32,Female
599,Newport Pkwy,Monmouth and 6th,29460,Subscriber,1983,34,Male
247,Grove St PATH,Dixon Mills,26196,Subscriber,1982,35,Male
1038,Newport PATH,JC Medical Center,29289,Subscriber,1963,54,Female
548,Paulus Hook,Newport Pkwy,29545,Subscriber,1963,54,Male
159,Newark Ave,Van Vorst Park,29295,Subscriber,1983,34,Male
322,Brunswick St,Grove St PATH,29668,Customer,NULL,NULL,Unknown
810,Grove St PATH,Sip Ave,29653,Subscriber,28,28,Female
394,Leonard Gordon Park,Sip Ave,29621,Subscriber,1996,21,Female
156,Newport Pkwy,Newport PATH,29589,Subscriber,1990,27,Male
373,Hamilton Park,Newport PATH,29247,Subscriber,NULL,NULL,Unknown
382,Newport PATH,Exchange Place,29243,Subscriber,56,56,Male
363,Christ Hospital,Newark Ave,29450,Subscriber,1991,26,Male
715,Paulus Hook,Newport Pkwy,26236,Subscriber,NULL,NULL,Unknown
441,Christ Hospital,Sip Ave,29245,Subscriber,24,24,Female
358,Newport PATH,Newark Ave,26177,Subscriber,1979,38,Male
350,Newport PATH,Newark Ave,29530,Subscriber,1982,35,Male
764,Warren St,Garfield Ave Station,29675,Subscriber,29,29,Male
356,Sip Ave,McGinley Square,29583,Subscriber,61,61,Male
217,Grove St PATH,Marin Light Rail,29474,Subscriber,1931,86,Female
948,JC Medical Center,West Side Light Rail,29289,Subscriber,1963,54,Female
766,Newport PATH,Newport Pkwy,29247,Subscriber,1991,26,Male
295,Grove St PATH,Hamilton Park,26271,Subscriber,41,41,Male
149,Paulus Hook,Essex Light Rail,26189,Subscriber,29,29,Male
169,Central Ave,Pershing Field,26300,Subscriber,1984,33,Male
180,Exchange Place,City Hall,29243,Subscriber,1992,25,Male
403,Baldwin at Montgomery,Brunswick & 6th,26160,Subscriber,39,39,Female
134,Van Vorst Park,Grove St PATH,29295,Subscriber,1983,34,Male
446,Brunswick St,Grove St PATH,26163,Subscriber,1985,32,Male
356,Exchange Place,Newport Pkwy,29299,Subscriber,1941,76,Female
573,Liberty Light Rail,Grove St PATH,29246,Subscriber,1972,45,Male
2413,Newport PATH,Newport Pkwy,26175,Subscriber,51,51,Male
175,Hilltop,Brunswick St,26224,Subscriber,1986,31,Male
574,Newport PATH,Hamilton Park,29206,Subscriber,42,42,Male
431,Jersey & 3rd,Newport PATH,26162,Subscriber,1991,26,Female
638,Jersey & 3rd,Exchange Place,29223,Subscriber,42,42,Male
448,Paulus Hook,Dixon Mills,18582,Subscriber,1982,35,Male
296,Jersey & 3rd,City Hall,26252,Subscriber,57,57,Male
114,Brunswick St,Newark Ave,29505,Subscriber,30,30,Male
298,Columbus Drive,Essex Light Rail,29269,Subscriber,1986,31,Male
2190,City Hall,Brunswick St,29575,Subscriber,1962,55,Male
415,Newark Ave,Newport PATH,29450,Subscriber,1979,38,Male
414,Newark Ave,Newport PATH,29530,Subscriber,1982,35,Male
795,Pershing Field,City Hall,26300,Subscriber,1984,33,Male
156,McGinley Square,McGinley Square,29583,Customer,NULL,NULL,Unknown
189,Paulus Hook,Morris Canal,29645,Subscriber,1963,54,Male
809,Liberty Light Rail,Brunswick & 6th,29290,Subscriber,1981,36,Female
480,Hamilton Park,Grove St PATH,29203,Subscriber,29,29,Male
349,Dey St,Sip Ave,26233,Subscriber,1964,53,Female
388,Columbus Drive,Jersey & 3rd,29292,Subscriber,40,40,Male
300,McGinley Square,Baldwin at Montgomery,29583,Subscriber,1990,27,Male
206,Exchange Place,Essex Light Rail,29495,Subscriber,1982,35,Male
369,Exchange Place,Grove St PATH,26214,Subscriber,42,42,Male
298,Pershing Field,North St,29537,Subscriber,39,39,Male
1499,West Side Light Rail,Newport PATH,29289,Subscriber,1963,54,Female
3615,City Hall,McGinley Square,29243,Customer,NULL,NULL,Unknown
3606,City Hall,McGinley Square,29449,Customer,NULL,NULL,Unknown
171,Hamilton Park,Jersey & 3rd,26271,Subscriber,1980,37,Male
1083,Dixon Mills,Brunswick St,29302,Subscriber,1996,21,Male
204,Jersey & 3rd,Grove St PATH,18682,Subscriber,1986,31,Male
1162,Hilltop,Newport PATH,26179,Subscriber,1982,35,Male
247,City Hall,Jersey & 6th St,26303,Subscriber,1984,33,Male
582,Lafayette Park,City Hall,29440,Subscriber,1984,33,Male
2522,Morris Canal,Morris Canal,29579,Subscriber,NULL,NULL,Unknown
431,Newport PATH,Exchange Place,29530,Subscriber,23,23,Unknown
384,Manila & 1st,Hamilton Park,29616,Subscriber,42,42,Male
2260,Brunswick St,Grove St PATH,29575,Subscriber,1962,55,Male
331,City Hall,Hamilton Park,26252,Subscriber,59,59,Male
1278,Oakland Ave,City Hall,29300,Subscriber,28,28,Female
504,Brunswick St,Exchange Place,26224,Subscriber,1986,31,Male
175,Jersey & 3rd,Hamilton Park,29292,Subscriber,1980,37,Male
311,Warren St,Newport Pkwy,26245,Subscriber,42,42,Male
1262,Pershing Field,Hamilton Park,26207,Subscriber,1973,44,Female
202,City Hall,Exchange Place,26300,Subscriber,1992,25,Male
440,JC Medical Center,Manila & 1st,29240,Subscriber,1981,36,Female
779,Baldwin at Montgomery,Newport PATH,26204,Subscriber,1986,31,Male
606,Sip Ave,Christ Hospital,29653,Subscriber,28,28,Female
395,Van Vorst Park,Van Vorst Park,29601,Subscriber,1983,34,Male
723,Sip Ave,Christ Hospital,26170,Subscriber,46,46,Female
415,Grove St PATH,Liberty Light Rail,26163,Subscriber,1972,45,Female
231,Grove St PATH,Marin Light Rail,29452,Subscriber,41,41,Male
284,Sip Ave,Dey St,26291,Subscriber,51,51,Male
764,Paulus Hook,Hamilton Park,26242,Subscriber,1986,31,Female
499,Astor Place,Sip Ave,26305,Subscriber,1992,25,Male
677,Exchange Place,Newport Pkwy,29527,Subscriber,1980,37,Male
372,Newport PATH,Hamilton Park,29289,Subscriber,NULL,NULL,Unknown
321,Paulus Hook,City Hall,29496,Subscriber,42,42,Male
146,Van Vorst Park,Grove St PATH,26152,Subscriber,1985,32,Female
702,Garfield Ave Station,Exchange Place,29664,Subscriber,1984,33,Male
371,Manila & 1st,Morris Canal,26316,Subscriber,47,47,Male
738,Grove St PATH,Brunswick St,29636,Subscriber,1980,37,Male
1127,Newport PATH,Van Vorst Park,26204,Subscriber,1981,36,Male
1447,Christ Hospital,Heights Elevator,29214,Subscriber,1985,32,Male
435,Exchange Place,Newport PATH,26224,Subscriber,23,23,Unknown
1118,Exchange Place,McGinley Square,18345,Subscriber,23,23,Male
869,Hilltop,McGinley Square,29465,Subscriber,1996,21,Female
650,Sip Ave,Christ Hospital,26165,Subscriber,1995,22,Male
692,Garfield Ave Station,Grove St PATH,29655,Subscriber,29,29,Male
434,Grove St PATH,Liberty Light Rail,29549,Subscriber,1981,36,Female
341,Essex Light Rail,Manila & 1st,29269,Subscriber,1981,36,Male
406,Paulus Hook,Paulus Hook,29435,Subscriber,1992,25,Male
1041,Hamilton Park,Exchange Place,26252,Subscriber,1990,27,Female
534,Garfield Ave Station,Grove St PATH,29675,Subscriber,29,29,Male
786,Morris Canal,Morris Canal,26316,Subscriber,47,47,Male
364,Monmouth and 6th,Manila & 1st,26297,Subscriber,1972,45,Male
368,Hamilton Park,Warren St,29289,Subscriber,1990,27,Male
352,Hamilton Park,Warren St,29208,Subscriber,1990,27,Female
484,Jersey & 6th St,Manila & 1st,26303,Subscriber,1962,55,Male
306,Newport PATH,Newport Pkwy,26162,Subscriber,1992,25,Female
710,North St,Sip Ave,26219,Subscriber,39,39,Male
432,Sip Ave,Leonard Gordon Park,26233,Subscriber,1980,37,Male
91,Columbus Drive,Warren St,26283,Subscriber,42,42,Male
779,Christ Hospital,Newark Ave,29653,Subscriber,28,28,Female
1153,Warren St,Baldwin at Montgomery,29679,Subscriber,1986,31,Female
324,Exchange Place,Manila & 1st,29658,Subscriber,29,29,Male
297,Exchange Place,Newport PATH,26181,Subscriber,42,42,Male
202,Paulus Hook,Morris Canal,29435,Subscriber,50,50,Male
1604,Manila & 1st,Hamilton Park,26297,Subscriber,46,46,Female
486,Liberty Light Rail,Liberty Light Rail,29549,Subscriber,42,42,Male
178,Grove St PATH,Dixon Mills,29655,Subscriber,1986,31,Male
383,Grove St PATH,Brunswick & 6th,29575,Subscriber,1981,36,Male
784,Grove St PATH,5 Corners Library,29246,Customer,NULL,NULL,Unknown
321,Hamilton Park,Newport PATH,26207,Subscriber,1980,37,Male
507,Paulus Hook,Liberty Light Rail,17680,Subscriber,1972,45,Male
797,Baldwin at Montgomery,Liberty Light Rail,29463,Subscriber,1982,35,Female
785,Baldwin at Montgomery,Liberty Light Rail,29583,Subscriber,1982,35,Male
333,Hamilton Park,City Hall,29206,Subscriber,59,59,Male
2567,Lincoln Park,Newport PATH,29577,Subscriber,28,28,Male
186,Grove St PATH,Jersey & 3rd,29491,Subscriber,30,30,Female
363,Columbus Drive,Brunswick & 6th,29260,Subscriber,42,42,Male
408,Dey St,Sip Ave,29611,Subscriber,1962,55,Female
373,Sip Ave,Dixon Mills,29483,Subscriber,46,46,Male
2536,Liberty Light Rail,Liberty Light Rail,29583,Subscriber,1982,35,Male
2533,Liberty Light Rail,Liberty Light Rail,29463,Subscriber,1982,35,Female
204,Grove St PATH,Marin Light Rail,29477,Subscriber,1951,66,Male
211,Monmouth and 6th,Manila & 1st,29460,Subscriber,1981,36,Female
186,Van Vorst Park,Jersey & 3rd,29601,Subscriber,1983,34,Male
2624,City Hall,City Hall,29206,Subscriber,1962,55,Female
413,Manila & 1st,Essex Light Rail,29269,Subscriber,1981,36,Male
234,Newport Pkwy,Warren St,29299,Subscriber,1983,34,Male
1787,Exchange Place,Warren St,26159,Customer,1979,38,Male
1786,Exchange Place,Warren St,26300,Customer,1985,32,Female
1763,Exchange Place,Warren St,26178,Customer,1979,38,Male
1742,Exchange Place,Warren St,29223,Customer,1973,44,Female
862,Newport PATH,Riverview Park,29248,Subscriber,30,30,Male
1268,North St,North St,29537,Subscriber,41,41,Male
433,Warren St,Hamilton Park,29472,Subscriber,1990,27,Male
387,Warren St,Hamilton Park,29235,Subscriber,1990,27,Female
181,Grove St PATH,Dixon Mills,29295,Subscriber,41,41,Male
570,Newport Pkwy,Exchange Place,29247,Subscriber,28,28,Male
449,Exchange Place,Morris Canal,29461,Subscriber,1990,27,Male
199,Grove St PATH,Hamilton Park,29660,Subscriber,1969,48,Male
260,City Hall,Dixon Mills,29496,Subscriber,42,42,Male
229,Morris Canal,Essex Light Rail,29580,Subscriber,NULL,NULL,Unknown
284,Warren St,Hamilton Park,29199,Subscriber,1983,34,Male
431,Newport PATH,Monmouth and 6th,26181,Customer,NULL,NULL,Unknown
457,Warren St,Hamilton Park,29299,Subscriber,43,43,Male
326,Hamilton Park,Grove St PATH,29600,Subscriber,42,42,Male
660,Hilltop,City Hall,29662,Subscriber,1985,32,Male
466,Hamilton Park,Hamilton Park,29235,Subscriber,1980,37,Male
170,Exchange Place,City Hall,29664,Subscriber,1992,25,Male
1028,Heights Elevator,Oakland Ave,26276,Subscriber,1986,31,Female
536,Newport PATH,Paulus Hook,26289,Subscriber,NULL,NULL,Unknown
442,Essex Light Rail,Grove St PATH,29269,Subscriber,1957,60,Male
395,Grove St PATH,Hamilton Park,26214,Subscriber,1972,45,Male
960,Newport PATH,Baldwin at Montgomery,29470,Subscriber,1984,33,Male
542,Lincoln Park,Sip Ave,29284,Subscriber,28,28,Male
130,Exchange Place,Essex Light Rail,29264,Subscriber,1979,38,Male
587,Sip Ave,Oakland Ave,26231,Subscriber,24,24,Male
270,Exchange Place,Morris Canal,29530,Subscriber,41,41,Male
4336,McGinley Square,Exchange Place,29243,Customer,NULL,NULL,Unknown
917,Sip Ave,Newport Pkwy,29236,Subscriber,1984,33,Male
633,Sip Ave,Lincoln Park,29245,Subscriber,1986,31,Female
230,Sip Ave,Baldwin at Montgomery,26193,Subscriber,1972,45,Male
569,Christ Hospital,Sip Ave,26165,Subscriber,1981,36,Male
564,Christ Hospital,Sip Ave,26170,Subscriber,28,28,Female
2662,Liberty Light Rail,Liberty Light Rail,29463,Subscriber,1982,35,Female
2664,Liberty Light Rail,Liberty Light Rail,29583,Subscriber,1982,35,Male
1093,Morris Canal,Morris Canal,29435,Subscriber,56,56,Female
172,Exchange Place,Morris Canal,29221,Subscriber,1973,44,Male
96,Newport PATH,Newport Pkwy,26224,Subscriber,1990,27,Male
668,Paulus Hook,Brunswick & 6th,26289,Subscriber,41,41,Male
522,Newark Ave,Warren St,29538,Subscriber,28,28,Female
455,Grove St PATH,Morris Canal,26152,Subscriber,NULL,NULL,Unknown
190,Paulus Hook,Morris Canal,29507,Subscriber,46,46,Female
255,Exchange Place,Morris Canal,29225,Subscriber,1965,52,Female
480,Grove St PATH,Liberty Light Rail,26172,Subscriber,1972,45,Male
500,Warren St,Newark Ave,26283,Subscriber,1980,37,Female
424,Exchange Place,Jersey & 6th St,29615,Subscriber,61,61,Male
1008,Grove St PATH,Brunswick St,26268,Subscriber,28,28,Female
235,Grove St PATH,Marin Light Rail,29269,Subscriber,1963,54,Female
1272,Exchange Place,Leonard Gordon Park,29258,Subscriber,1979,38,Male
198,City Hall,Exchange Place,29664,Subscriber,59,59,Male
620,Newport PATH,Essex Light Rail,26207,Subscriber,1980,37,Male
781,Essex Light Rail,JC Medical Center,26189,Subscriber,1973,44,Female
665,Newport PATH,Essex Light Rail,26179,Subscriber,1979,38,Male
1236,Morris Canal,Newark Ave,26316,Subscriber,47,47,Male
447,Exchange Place,Manila & 1st,29039,Subscriber,1980,37,Male
1344,Newark Ave,Hamilton Park,29653,Subscriber,42,42,Male
131,Jersey & 3rd,Grove St PATH,26238,Subscriber,1981,36,Male
2256,Exchange Place,Riverview Park,29664,Subscriber,1983,34,Male
465,Sip Ave,Astor Place,29482,Subscriber,46,46,Male
261,Grove St PATH,Hamilton Park,29600,Subscriber,42,42,Male
211,Sip Ave,McGinley Square,26183,Subscriber,47,47,Male
42,Exchange Place,Newport PATH,26272,Subscriber,28,28,Female
423,Brunswick & 6th,Grove St PATH,29290,Subscriber,1990,27,Male
1143,Exchange Place,Newport Pkwy,26260,Subscriber,1990,27,Female
624,Sip Ave,Leonard Gordon Park,29652,Subscriber,1984,33,Male
958,Sip Ave,North St,29582,Subscriber,1965,52,Male
189,Grove St PATH,Van Vorst Park,29203,Subscriber,40,40,Female
626,Oakland Ave,Sip Ave,26276,Subscriber,24,24,Male
1344,Newark Ave,Liberty Light Rail,26283,Subscriber,1980,37,Female
526,Sip Ave,Pershing Field,29611,Subscriber,1984,33,Male
283,Exchange Place,Morris Canal,29647,Subscriber,1980,37,Male
518,Exchange Place,Newport Pkwy,26308,Subscriber,1991,26,Male
255,Exchange Place,Grove St PATH,29247,Subscriber,1991,26,Male
576,Exchange Place,Liberty Light Rail,26252,Subscriber,57,57,Male
399,Newport PATH,Paulus Hook,26431,Subscriber,1990,27,Male
10827,Newport PATH,Newport PATH,29577,Customer,28,28,Female
316,Newport PATH,Columbus Drive,29450,Subscriber,42,42,Male
1635,Exchange Place,Heights Elevator,29659,Subscriber,1984,33,Male
164,Grove St PATH,Marin Light Rail,29539,Subscriber,1985,32,Female
193,Grove St PATH,Monmouth and 6th,26238,Subscriber,49,49,Male
956,Morris Canal,Hamilton Park,15567,Customer,NULL,NULL,Unknown
592,Lincoln Park,Sip Ave,29646,Subscriber,1969,48,Male
262,Grove St PATH,Marin Light Rail,29290,Subscriber,42,42,Male
328,Columbus Drive,Jersey & 6th St,29454,Subscriber,1981,36,Female
1036,Grove St PATH,Leonard Gordon Park,26263,Subscriber,1991,26,Male
137,Dixon Mills,Grove St PATH,29655,Subscriber,1986,31,Male
207,Grove St PATH,Brunswick St,29668,Subscriber,1965,52,Male
614,Grove St PATH,Liberty Light Rail,29247,Subscriber,1969,48,Male
292,Grove St PATH,Hamilton Park,29216,Subscriber,1986,31,Female
124,Grove St PATH,Newark Ave,26244,Subscriber,40,40,Male
174,Paulus Hook,Morris Canal,26431,Subscriber,39,39,Male
711,Newport PATH,Marin Light Rail,29490,Subscriber,30,30,Male
349,Grove St PATH,Van Vorst Park,26287,Subscriber,51,51,Male
542,Oakland Ave,Newark Ave,26231,Subscriber,1985,32,Male
259,Grove St PATH,Hamilton Park,29528,Subscriber,28,28,Female
237,Sip Ave,Baldwin at Montgomery,29590,Subscriber,1991,26,Male
383,Grove St PATH,Newport PATH,29556,Subscriber,24,24,Male
1093,Newport PATH,North St,29609,Subscriber,28,28,Male
307,Warren St,Hamilton Park,26159,Subscriber,NULL,NULL,Unknown
637,Liberty Light Rail,Paulus Hook,26163,Subscriber,42,42,Male
833,Baldwin at Montgomery,Exchange Place,29679,Subscriber,29,29,Female
612,Sip Ave,Dey St,29284,Subscriber,1985,32,Male
379,Newport PATH,Hamilton Park,29589,Subscriber,42,42,Male
159,Grove St PATH,Dixon Mills,29635,Subscriber,1982,35,Male
332,Columbus Drive,Van Vorst Park,26194,Subscriber,28,28,Male
484,Newport PATH,Grove St PATH,29546,Subscriber,1986,31,Male
1633,Warren St,Warren St,29208,Subscriber,29,29,Male
212,Grove St PATH,Monmouth and 6th,29222,Subscriber,40,40,Male
262,Grove St PATH,Brunswick St,26217,Subscriber,39,39,Female
410,Sip Ave,Pershing Field,26274,Subscriber,30,30,Male
1088,Pershing Field,Central Ave,29611,Subscriber,40,40,Female
235,Brunswick St,Grove St PATH,29636,Subscriber,1969,48,Male
647,Hilltop,Newport PATH,29451,Subscriber,1991,26,Male
329,Essex Light Rail,JC Medical Center,26207,Subscriber,1992,25,Male
320,Grove St PATH,Monmouth and 6th,29446,Subscriber,1992,25,Female
251,Grove St PATH,Jersey & 6th St,29675,Subscriber,40,40,Male
403,City Hall,Morris Canal,29300,Subscriber,56,56,Male
223,Grove St PATH,Marin Light Rail,26232,Subscriber,1983,34,Male
681,Essex Light Rail,Liberty Light Rail,26309,Subscriber,1969,48,Male
660,Essex Light Rail,Liberty Light Rail,29495,Subscriber,49,49,Male
557,Newport PATH,Hamilton Park,29556,Subscriber,61,61,Male
50,Warren St,Newport PATH,29538,Subscriber,1984,33,Male
394,Essex Light Rail,Newport PATH,29580,Subscriber,29,29,Male
214,Grove St PATH,Monmouth and 6th,26265,Subscriber,46,46,Male
287,Essex Light Rail,Marin Light Rail,26179,Subscriber,1979,38,Male
164,Grove St PATH,Van Vorst Park,29455,Subscriber,30,30,Female
245,Brunswick St,Grove St PATH,26217,Subscriber,1986,31,Male
339,City Hall,Monmouth and 6th,29662,Subscriber,1980,37,Male
494,Sip Ave,Monmouth and 6th,26171,Subscriber,1985,32,Female
260,Grove St PATH,Hamilton Park,29546,Subscriber,1983,34,Male
373,Paulus Hook,Grove St PATH,26163,Subscriber,1990,27,Male
763,Morris Canal,Brunswick & 6th,29579,Subscriber,30,30,Female
198,Grove St PATH,Jersey & 6th St,29265,Subscriber,1986,31,Female
232,Newport Pkwy,Newport PATH,26260,Subscriber,1990,27,Female
2391,Liberty Light Rail,Liberty Light Rail,26283,Subscriber,1980,37,Female
452,Grove St PATH,Jersey & 6th St,29456,Customer,NULL,NULL,Unknown
462,Grove St PATH,Jersey & 6th St,29232,Customer,NULL,NULL,Unknown
308,Grove St PATH,Brunswick & 6th,26157,Subscriber,1982,35,Male
413,Grove St PATH,Jersey & 6th St,29523,Customer,NULL,NULL,Unknown
2230,Newport Pkwy,Newport PATH,29527,Subscriber,1980,37,Male
452,Astor Place,Sip Ave,29482,Subscriber,1964,53,Male
1467,Columbus Drive,North St,29599,Subscriber,30,30,Male
462,Exchange Place,Newport Pkwy,29679,Subscriber,28,28,Female
1121,Marin Light Rail,Newport PATH,29474,Subscriber,1982,35,Male
159,Jersey & 6th St,Newark Ave,29615,Subscriber,1985,32,Male
838,Liberty Light Rail,Baldwin at Montgomery,29583,Subscriber,1982,35,Male
854,Liberty Light Rail,Baldwin at Montgomery,29463,Subscriber,1982,35,Female
245,Manila & 1st,Brunswick & 6th,26303,Subscriber,1969,48,Male
302,Sip Ave,Oakland Ave,29441,Subscriber,28,28,Male
2668,Grove St PATH,Bethune Center,29486,Subscriber,1972,45,Male
286,Grove St PATH,Hamilton Park,29479,Subscriber,43,43,Female
112,Van Vorst Park,Grove St PATH,26287,Subscriber,50,50,Male
232,Grove St PATH,Hamilton Park,29588,Subscriber,1984,33,Male
320,Morris Canal,Exchange Place,29225,Subscriber,1979,38,Male
1425,West Side Light Rail,Hamilton Park,26173,Customer,NULL,NULL,Unknown
699,Sip Ave,Leonard Gordon Park,26156,Subscriber,30,30,Male
235,Grove St PATH,Monmouth and 6th,26163,Subscriber,1984,33,Male
355,Sip Ave,Oakland Ave,26226,Subscriber,29,29,Female
554,Warren St,Newark Ave,29289,Subscriber,28,28,Female
233,Morris Canal,Columbus Drive,29647,Subscriber,1981,36,Unknown
232,Grove St PATH,Hamilton Park,26287,Subscriber,1985,32,Male
219,Grove St PATH,Van Vorst Park,29661,Subscriber,1969,48,Male
218,Jersey & 3rd,Dixon Mills,29283,Subscriber,42,42,Female
203,Manila & 1st,Hamilton Park,29240,Subscriber,51,51,Male
707,Essex Light Rail,Newport Pkwy,29445,Subscriber,40,40,Male
482,Newport PATH,Hamilton Park,29451,Subscriber,1972,45,Male
285,Grove St PATH,Jersey & 3rd,26217,Subscriber,61,61,Male
278,Grove St PATH,Hamilton Park,26188,Subscriber,1979,38,Male
219,Grove St PATH,Dixon Mills,26201,Subscriber,1986,31,Male
245,Grove St PATH,Brunswick & 6th,29484,Subscriber,1992,25,Male
517,Grove St PATH,Exchange Place,29665,Subscriber,1986,31,Male
1087,Exchange Place,Hamilton Park,29225,Subscriber,1992,25,Male
183,Grove St PATH,Dixon Mills,29230,Subscriber,1981,36,Male
211,Brunswick St,Grove St PATH,29668,Subscriber,1981,36,Male
340,Essex Light Rail,Manila & 1st,29264,Subscriber,1981,36,Male
343,Grove St PATH,Brunswick & 6th,29503,Subscriber,39,39,Female
222,McGinley Square,Sip Ave,26183,Subscriber,47,47,Male
208,Grove St PATH,Monmouth and 6th,29273,Subscriber,1981,36,Male
252,Grove St PATH,Hamilton Park,26206,Subscriber,40,40,Male
295,Grove St PATH,Hamilton Park,29526,Subscriber,39,39,Male
168,Grove St PATH,Jersey & 6th St,29620,Subscriber,28,28,Male
233,Dey St,Sip Ave,26291,Subscriber,1973,44,Male
337,Grove St PATH,Brunswick St,26296,Subscriber,1984,33,Male
541,Sip Ave,Lincoln Park,29482,Subscriber,1980,37,Male
182,Jersey & 3rd,Hamilton Park,26217,Subscriber,61,61,Male
282,Grove St PATH,Hamilton Park,29546,Subscriber,1980,37,Male
246,Grove St PATH,Warren St,29653,Subscriber,29,29,Female
292,Columbus Drive,Jersey & 6th St,29647,Subscriber,1963,54,Male
199,Exchange Place,Morris Canal,29665,Subscriber,1980,37,Male
677,Exchange Place,Grove St PATH,29243,Subscriber,1983,34,Male
606,Brunswick & 6th,Marin Light Rail,29579,Subscriber,1980,37,Female
674,Sip Ave,Lincoln Park,29671,Subscriber,1992,25,Male
323,Grove St PATH,Hamilton Park,29299,Subscriber,29,29,Male
262,Sip Ave,Oakland Ave,26305,Subscriber,1980,37,Male
551,Grove St PATH,Baldwin at Montgomery,29616,Subscriber,30,30,Female
198,Grove St PATH,Dixon Mills,29216,Subscriber,28,28,Male
575,Sip Ave,Lincoln Park,26170,Subscriber,1982,35,Male
213,Grove St PATH,Van Vorst Park,29556,Subscriber,1991,26,Male
525,Newark Ave,Newport PATH,26282,Subscriber,1959,58,Female
230,Grove St PATH,Hamilton Park,16813,Subscriber,41,41,Male
432,Sip Ave,Christ Hospital,29476,Subscriber,28,28,Female
1738,Grove St PATH,Heights Elevator,26242,Subscriber,1984,33,Male
612,Grove St PATH,Liberty Light Rail,26159,Subscriber,39,39,Male
861,Hamilton Park,Morris Canal,26287,Customer,NULL,NULL,Unknown
456,Newport PATH,Hamilton Park,26260,Subscriber,1984,33,Male
419,Newport PATH,Hamilton Park,29474,Subscriber,39,39,Female
215,Grove St PATH,Brunswick St,26297,Subscriber,1981,36,Male
194,Newark Ave,Monmouth and 6th,26244,Subscriber,29,29,Male
168,Grove St PATH,Jersey & 3rd,29276,Subscriber,61,61,Female
364,Grove St PATH,Morris Canal,29235,Subscriber,41,41,Male
308,Grove St PATH,Marin Light Rail,29528,Subscriber,1986,31,Male
595,Leonard Gordon Park,Sip Ave,26233,Subscriber,1981,36,Male
234,Grove St PATH,Van Vorst Park,29243,Subscriber,47,47,Male
1142,Riverview Park,Newport Pkwy,29624,Subscriber,24,24,Male
331,Jersey & 3rd,Brunswick & 6th,29491,Subscriber,1986,31,Female
459,Sip Ave,Pershing Field,29603,Subscriber,1985,32,Male
546,Newport PATH,Hamilton Park,26282,Subscriber,23,23,Female
617,Grove St PATH,Hamilton Park,26278,Subscriber,1954,63,Female
178,Jersey & 3rd,Brunswick St,29601,Subscriber,1979,38,Male
260,Sip Ave,Baldwin at Montgomery,26264,Subscriber,1992,25,Male
242,Marin Light Rail,Essex Light Rail,26232,Subscriber,1981,36,Male
189,Sip Ave,McGinley Square,29305,Subscriber,40,40,Male
303,City Hall,Essex Light Rail,29440,Subscriber,1984,33,Male
121,Essex Light Rail,Morris Canal,29266,Subscriber,1992,25,Male
820,Sip Ave,Astor Place,26276,Subscriber,1981,36,Male
386,Marin Light Rail,Brunswick & 6th,26293,Subscriber,1980,37,Male
545,Grove St PATH,Brunswick & 6th,29458,Subscriber,1981,36,Female
543,Grove St PATH,Brunswick & 6th,29233,Subscriber,1981,36,Male
325,Liberty Light Rail,Lafayette Park,26298,Subscriber,1990,27,Female
323,Grove St PATH,Brunswick & 6th,29253,Subscriber,1981,36,Male
182,Sip Ave,McGinley Square,26165,Subscriber,1983,34,Male
1039,Morris Canal,Jersey & 6th St,26152,Subscriber,1985,32,Male
335,Columbus Drive,JC Medical Center,29450,Subscriber,30,30,Male
238,Grove St PATH,Hamilton Park,29600,Subscriber,1980,37,Male
1483,Liberty Light Rail,Newport PATH,26283,Subscriber,1980,37,Female
147,Jersey & 6th St,Newark Ave,29647,Subscriber,28,28,Female
339,Grove St PATH,JC Medical Center,29588,Subscriber,1982,35,Male
283,Grove St PATH,Brunswick St,29655,Subscriber,1986,31,Male
210,Grove St PATH,Van Vorst Park,26318,Subscriber,28,28,Male
320,Sip Ave,Baldwin at Montgomery,26233,Customer,NULL,NULL,Unknown
1104,Newport PATH,Baldwin at Montgomery,29580,Subscriber,NULL,NULL,Unknown
997,Newark Ave,Astor Place,29505,Subscriber,1984,33,Female
1596,Sip Ave,Leonard Gordon Park,29604,Subscriber,39,39,Male
490,Essex Light Rail,Newport PATH,26232,Subscriber,41,41,Male
545,Leonard Gordon Park,Sip Ave,29652,Subscriber,30,30,Male
837,Newport Pkwy,Paulus Hook,29545,Subscriber,1963,54,Male
1378,Grove St PATH,Central Ave,29668,Subscriber,1983,34,Male
257,Jersey & 6th St,Grove St PATH,29675,Subscriber,1973,44,Male
216,Grove St PATH,Monmouth and 6th,26169,Subscriber,39,39,Male
